series,territory_code,destination,roles
N,13302,D,5
N,13302,E,13
N,13302,I,33
N,13302,L,20
N,13302,P,1
N,13302,Q,9
N,13302,S,3
N,13302,T,4
N,13302,V,76
N,13303,C,42
N,13303,D,1
N,13303,E,2
N,13303,G,1
N,13303,I,5
N,13303,L,7
N,13303,O,2
N,13303,P,3
N,13303,Q,2
N,13303,S,1
N,13303,T,4
N,13303,V,10
N,13303,Z,1
N,13401,C,457
N,13401,D,4
N,13401,E,22
N,13401,I,115
N,13401,L,58
N,13401,O,15
N,13401,P,1
N,13401,Q,47
N,13401,S,11
N,13401,T,6
N,13401,V,41
N,13401,Z,3
N,13402,C,236
N,13402,D,8
N,13402,E,16
N,13402,I,26
N,13402,L,11
N,13402,O,7
N,13402,P,2
N,13402,Q,6
N,13402,T,2
N,13402,V,21
N,13402,W,1
N,13402,Z,1
N,13403,C,41
N,13403,D,3
N,13403,E,2
N,13403,I,14
N,13403,L,4
N,13403,O,2
N,13403,P,1
N,13403,Q,2
N,13403,T,2
N,13403,V,3
N,13403,Z,1
N,13404,C,121
N,13404,D,2
N,13404,E,14
N,13404,G,1
N,13404,I,31
N,13404,L,17
N,13404,O,2
N,13404,P,1
N,13404,Q,8
N,13404,S,3
N,13404,V,24
N,13404,Z,1
N,13501,C,284
N,13501,D,5
N,13501,E,15
N,13501,G,4
N,13501,I,7
N,13501,L,6
N,13501,O,10
N,13501,P,3
N,13501,Q,22
N,13501,S,5
N,13501,T,1
N,13501,V,33
N,13501,Z,3
N,13502,C,8
N,13502,Q,1
N,13503,C,85
N,13503,D,1
N,13503,E,2
N,13503,I,9
N,13503,L,3
N,13503,O,3
N,13503,Q,5
N,13503,S,1
N,13503,T,1
N,13503,V,19
N,13504,C,10
N,13504,E,1
N,13504,I,1
N,13504,L,1
N,13504,Q,2
N,13504,V,3
N,13505,C,4
N,13505,E,7
N,13505,O,1
N,13505,Q,1
N,13505,V,1
N,13601,C,148
N,13601,D,3
N,13601,E,8
N,13601,I,10
N,13601,L,6
N,13601,O,12
N,13601,P,5
N,13601,Q,8
N,13601,S,4
N,13601,V,19
N,13602,C,70
N,13602,E,3
N,13602,I,8
N,13602,L,9
N,13602,O,2
N,13602,Q,4
N,13602,V,5
N,13602,Z,1
N,13603,C,87
N,13603,D,3
N,13603,E,4
N,13603,I,10
N,13603,L,5
N,13603,O,2
N,13603,Q,6
N,13603,T,2
N,13603,V,5
N,13604,C,104
N,13604,D,3
N,13604,E,4
N,13604,G,1
N,13604,I,19
N,13604,L,9
N,13604,O,4
N,13604,P,2
N,13604,Q,5
N,13604,V,8
N,13605,C,186
N,13605,D,2
N,13605,E,15
N,13605,I,14
N,13605,L,8
N,13605,O,2
N,13605,P,2
N,13605,Q,10
N,13605,S,1
N,13605,T,2
N,13605,V,33
N,13605,Z,2
N,14101,C,389
N,14101,D,9
N,14101,E,34
N,14101,G,50
N,14101,I,50
N,14101,L,41
N,14101,O,40
N,14101,P,9
N,14101,Q,58
N,14101,S,12
N,14101,T,2
N,14101,V,176
N,14101,W,1
N,14101,Z,2
N,14102,C,11
N,14102,O,1
N,14102,P,1
N,14102,Q,1
N,14102,V,7
N,14103,C,76
N,14103,D,1
N,14103,E,11
N,14103,I,9
N,14103,L,3
N,14103,O,3
N,14103,P,2
N,14103,Q,4
N,14103,S,1
N,14103,T,4
N,14103,V,11
N,14103,Z,1
N,14104,C,68
N,14104,E,13
N,14104,G,1
N,14104,I,4
N,14104,L,4
N,14104,O,3
N,14104,P,3
N,14104,Q,5
N,14104,S,2
N,14104,T,4
N,14104,V,19
N,14105,C,18
N,14105,E,1
N,14105,P,1
N,14105,Q,4
N,14105,T,1
N,14105,V,4
N,14106,C,82
N,14106,D,1
N,14106,E,9
N,14106,G,3
N,14106,I,11
N,14106,L,3
N,14106,O,1
N,14106,P,4
N,14106,Q,10
N,14106,S,2
N,14106,V,12
N,14107,C,95
N,14107,D,2
N,14107,E,9
N,14107,I,9
N,14107,L,2
N,14107,O,5
N,14107,P,3
N,14107,Q,11
N,14107,S,3
N,14107,T,2
N,14107,V,11
N,14107,Z,2
N,14108,C,166
N,14108,E,23
N,14108,G,29
N,14108,I,9
N,14108,L,3
N,14108,O,8
N,14108,P,7
N,14108,Q,8
N,14108,S,3
N,14108,T,1
N,14108,V,30
N,14201,C,142
N,14201,E,15
N,14201,G,14
N,14201,I,13
N,14201,L,6
N,14201,M,1
N,14201,O,9
N,14201,P,5
N,14201,Q,14
N,14201,S,1
N,14201,T,2
N,14201,V,28
N,14201,Z,1
N,14202,C,72
N,14202,E,15
N,14202,G,11
N,14202,I,4
N,14202,L,3
N,14202,O,3
N,14202,P,1
N,14202,Q,4
N,14202,V,19
N,14202,Z,1
N,14203,C,40
N,14203,E,11
N,14203,G,7
N,14203,I,2
N,14203,L,1
N,14203,P,3
N,14203,Q,4
N,14203,S,1
N,14203,V,7
N,14204,C,116
N,14204,D,2
N,14204,E,16
N,14204,G,6
N,14204,I,6
N,14204,L,5
N,14204,O,10
N,14204,P,4
N,14204,Q,8
N,14204,S,4
N,14204,T,4
N,14204,V,21
N,14204,W,1
N,15101,C,973
N,15101,D,9
N,15101,E,8
N,15101,G,30
N,15101,I,66
N,15101,L,70
N,15101,M,1
N,15101,O,55
N,15101,P,7
N,15101,Q,42
N,15101,S,7
N,15101,T,2
N,15101,V,111
N,15101,Z,60
N,15102,C,4
N,15102,E,3
N,15102,G,1
N,15102,L,1
N,15102,O,1
N,15102,P,1
N,15201,C,6
N,15201,E,4
N,15201,G,2
N,15201,I,2
N,15201,O,2
N,15201,Q,2
N,15201,V,1
N,15202,I,1
N,15202,S,1
N,16101,C,794
N,16101,D,3
N,16101,E,18
N,16101,G,5
N,16101,I,35
N,16101,L,24
N,16101,O,89
N,16101,P,3
N,16101,Q,44
N,16101,S,6
N,16101,V,95
N,16101,Z,7
N,16102,C,87
N,16102,D,2
N,16102,E,4
N,16102,I,8
N,16102,O,3
N,16102,P,1
N,16102,Q,3
N,16102,S,2
N,16102,T,1
N,16102,V,4
N,16103,C,66
N,16103,E,4
N,16103,I,12
N,16103,L,7
N,16103,O,4
N,16103,Q,11
N,16103,T,2
N,16103,V,17
N,16104,C,43
N,16104,D,1
N,16104,E,7
N,16104,I,1
N,16104,O,2
N,16104,Q,3
N,16104,S,1
N,16104,V,2
N,16105,C,18
N,16105,D,1
N,16105,E,1
N,16105,I,1
N,16105,L,3
N,16105,P,1
N,16105,Q,1
N,16105,S,2
N,16105,V,2
N,16106,C,58
N,16106,E,3
N,16106,G,29
N,16106,L,1
N,16106,O,1
N,16106,P,2
N,16106,Q,2
N,16106,V,6
N,16106,W,1
N,16107,C,98
N,16107,E,7
N,16107,G,4
N,16107,L,2
N,16107,O,4
N,16107,P,2
N,16107,Q,3
N,16107,V,10
N,16108,C,29
N,16108,D,1
N,16108,E,3
N,16108,L,1
N,16108,O,2
N,16108,P,3
N,16108,Q,5
N,16108,S,1
N,16108,V,9
N,16109,C,87
N,16109,E,8
N,16109,G,1
N,16109,I,5
N,16109,O,6
N,16109,P,3
N,16109,Q,3
N,16109,S,1
N,16109,V,6
N,16201,C,38
N,16201,E,1
N,16201,I,3
N,16201,O,1
N,16201,P,1
N,16201,Q,4
N,16201,S,1
N,16201,V,8
N,16202,C,35
N,16202,G,5
N,16202,L,1
N,16202,Q,2
N,16202,V,3
N,16203,C,100
N,16203,E,2
N,16203,I,3
N,16203,O,2
N,16203,Q,4
N,16203,S,2
N,16203,T,1
N,16203,V,2
N,16204,C,14
N,16204,E,1
N,16204,Q,1
N,16204,S,1
N,16204,V,4
N,16205,C,10
N,16205,E,4
N,16205,I,1
N,16205,L,1
N,16205,Q,2
N,16205,T,1
N,16205,V,4
N,16206,C,14
N,16206,E,4
N,16206,I,1
N,16206,Q,5
N,16206,S,2
N,16206,T,1
N,16206,V,2
N,16207,C,4
N,16207,E,4
N,16207,I,1
N,16207,Q,1
N,16207,V,1
N,16301,C,157
N,16301,D,1
N,16301,E,10
N,16301,G,2
N,16301,I,19
N,16301,L,11
N,16301,O,20
N,16301,P,3
N,16301,Q,14
N,16301,S,3
N,16301,T,1
N,16301,V,9
N,16302,C,62
N,16302,D,2
N,16302,E,9
N,16302,I,3
N,16302,L,3
N,16302,O,4
N,16302,P,1
N,16302,Q,5
N,16302,V,9
N,16303,C,9
N,16303,E,5
N,16303,P,1
N,16303,Q,3
N,16303,V,2
N,16304,C,9
N,16304,E,6
N,16304,G,3
N,16304,O,3
N,16304,P,1
N,16304,Q,1
N,16304,S,2
N,16304,V,1
N,16305,C,19
N,16305,E,7
N,16305,Q,4
N,16305,V,3
